0,1,2
5.133673069239084,-6.863723299317856,0
-4.641885331828193,7.172694962207098,1
1.910728818500238,-0.3339540225122839,0
9.315347490532616,-3.031613809649354,0
-5.886827512218382,-2.453222484458115,0
-5.074141651137179,-5.457071616802647,0
-1.2847956953170514,3.748026405665439,1
1.122782875773396,-5.2642573591767094,0
9.032650070295208,-2.7364691386808038,0
7.214116805318758,-1.2675492550230594,0
7.176632001620204,-1.1140422498136515,0
8.381940080494275,0.6020699673900332,0
5.127994161206891,2.003618821341686,1
-6.757931781928463,1.2836178582169233,1
-6.692203849837599,7.478505735347715,1
6.858532700622062,4.5434967239761,1
-9.714752481780993,-2.373230952274663,0
3.2153196308048204,4.920356118173239,1
-7.784249304784476,8.366886200167869,1
-4.1363906546566565,7.865577886015329,1
-3.383285967770173,-2.8408809158896964,0
0.5961596397354896,-5.2097802589198405,0
-5.935947839340672,6.29888775558406,1
-4.461868560355402,-3.6455761449860136,0
-8.445648692505179,-2.1760716372628197,0
6.551443124993308,1.835133885904523,1
3.451140249470339,3.125616479761668,1
-5.891486736364295,3.8951850696447377,1
9.176376452102467,9.633920944885617,1
8.509075084710418,6.930168277173796,1
3.6694350661002506,-1.9566249920333423,0
7.868697580394617,4.975262358503134,1
1.3426600026495317,4.150078603644431,1
3.814691486178532,-1.5511692767081198,0
5.562522266459342,-5.75469531155365,0
2.213167972636876,-5.838220529695661,0
-6.718479610084655,2.6027672181966954,1
6.648005752568831,-0.4149562039745791,0
-2.5605803466687105,-6.139358521762417,0
8.245556153698818,9.226786909592873,1
9.335763451219965,-5.78552242502256,0
0.6130244329696621,-0.5069709551124602,0
9.42027657136732,7.274121427338693,1
3.552301727412206,-0.5446941392737403,0
7.38024106645542,8.546273012464631,1
5.126430132367352,8.529772891653977,1
2.059686713686306,-5.141039972574282,0
-9.263700201134885,4.485186833446264,1
2.26429630004485,-9.780590890684454,0
-1.4216524410859366,-2.8633471044916514,0
3.3102889168617966,-6.375347300846343,0
-0.30613052880847924,7.891483120654703,1
0.6692653434688833,-7.752700726580002,0
2.9295881410293023,-2.2123309416000003,0
0.19592586908572462,-9.32328882685611,0
-0.3839931765090365,-9.12710789046011,0
9.351363867255909,-9.747838832530768,0
3.3365234220020734,-0.5812685080055391,0
5.913090599267276,9.988658475491192,1
1.1886180942745694,5.646654340345352,1
-0.255044221105325,6.018657632945656,1
-8.33370804177128,6.752579595745352,1
6.885186042032672,-1.11124515642689,0
6.731614301567066,-8.32879773147803,0
